Month,Route,Service Category,Service Day of the Week,Average Daily Boardings
February 2023,8 Bayshore,Frequent Local,Sunday,"15,600"
March 2023,8 Bayshore,Frequent Local,Sunday,"15,600"
April 2023,8 Bayshore,Frequent Local,Sunday,"17,100"
May 2023,8 Bayshore,Frequent Local,Sunday,"17,000"
June 2023,8 Bayshore,Frequent Local,Sunday,"17,300"
July 2023,8 Bayshore,Frequent Local,Sunday,"18,500"
August 2023,8 Bayshore,Frequent Local,Sunday,"19,100"
September 2023,8 Bayshore,Frequent Local,Sunday,"19,100"
October 2023,8 Bayshore,Frequent Local,Sunday,"18,500"
November 2023,8 Bayshore,Frequent Local,Sunday,"16,200"
December 2023,8 Bayshore,Frequent Local,Sunday,"17,000"
January 2024,8 Bayshore,Frequent Local,Sunday,"16,900"
February 2024,8 Bayshore,Frequent Local,Sunday,"15,500"
March 2024,8 Bayshore,Frequent Local,Sunday,"17,300"
April 2024,8 Bayshore,Frequent Local,Sunday,"18,300"
May 2024,8 Bayshore,Frequent Local,Sunday,"18,100"
June 2024,8 Bayshore,Frequent Local,Sunday,"19,400"
July 2024,8 Bayshore,Frequent Local,Sunday,"18,800"
August 2024,8 Bayshore,Frequent Local,Sunday,"19,800"
September 2024,8 Bayshore,Frequent Local,Sunday,"19,700"
October 2024,8 Bayshore,Frequent Local,Sunday,"18,000"
November 2024,8 Bayshore,Frequent Local,Sunday,"16,900"
December 2024,8 Bayshore,Frequent Local,Sunday,"17,200"
January 2025,8 Bayshore,Frequent Local,Sunday,"18,000"
February 2025,8 Bayshore,Frequent Local,Sunday,"17,800"
March 2025,8 Bayshore,Frequent Local,Sunday,"18,100"
April 2025,8 Bayshore,Frequent Local,Sunday,"18,800"
May 2025,8 Bayshore,Frequent Local,Sunday,"18,500"
June 2025,8 Bayshore,Frequent Local,Sunday,"18,400"
July 2025,8 Bayshore,Frequent Local,Sunday,"18,900"
August 2025,8 Bayshore,Frequent Local,Sunday,"19,900"
September 2025,8 Bayshore,Frequent Local,Sunday,"20,100"
October 2025,8 Bayshore,Frequent Local,Sunday,"18,500"
January 2019,8AX Bayshore A Express,Specialized,Sunday,
February 2019,8AX Bayshore A Express,Specialized,Sunday,
March 2019,8AX Bayshore A Express,Specialized,Sunday,
April 2019,8AX Bayshore A Express,Specialized,Sunday,
May 2019,8AX Bayshore A Express,Specialized,Sunday,
June 2019,8AX Bayshore A Express,Specialized,Sunday,
July 2019,8AX Bayshore A Express,Specialized,Sunday,
August 2019,8AX Bayshore A Express,Specialized,Sunday,
September 2019,8AX Bayshore A Express,Specialized,Sunday,
October 2019,8AX Bayshore A Express,Specialized,Sunday,
November 2019,8AX Bayshore A Express,Specialized,Sunday,
December 2019,8AX Bayshore A Express,Specialized,Sunday,
January 2020,8AX Bayshore A Express,Specialized,Sunday,
February 2020,8AX Bayshore A Express,Specialized,Sunday,
March 2020,8AX Bayshore A Express,Specialized,Sunday,
January 2019,8BX Bayshore B Express,Specialized,Sunday,
February 2019,8BX Bayshore B Express,Specialized,Sunday,
March 2019,8BX Bayshore B Express,Specialized,Sunday,
April 2019,8BX Bayshore B Express,Specialized,Sunday,
May 2019,8BX Bayshore B Express,Specialized,Sunday,
June 2019,8BX Bayshore B Express,Specialized,Sunday,
July 2019,8BX Bayshore B Express,Specialized,Sunday,
August 2019,8BX Bayshore B Express,Specialized,Sunday,
September 2019,8BX Bayshore B Express,Specialized,Sunday,
October 2019,8BX Bayshore B Express,Specialized,Sunday,
November 2019,8BX Bayshore B Express,Specialized,Sunday,
December 2019,8BX Bayshore B Express,Specialized,Sunday,
January 2020,8BX Bayshore B Express,Specialized,Sunday,
February 2020,8BX Bayshore B Express,Specialized,Sunday,
March 2020,8BX Bayshore B Express,Specialized,Sunday,
January 2019,9 San Bruno,Frequent Local,Sunday,"8,300"
February 2019,9 San Bruno,Frequent Local,Sunday,"10,100"
March 2019,9 San Bruno,Frequent Local,Sunday,"10,000"
April 2019,9 San Bruno,Frequent Local,Sunday,"10,000"
May 2019,9 San Bruno,Frequent Local,Sunday,"9,600"
June 2019,9 San Bruno,Frequent Local,Sunday,"9,400"
July 2019,9 San Bruno,Frequent Local,Sunday,"9,300"
August 2019,9 San Bruno,Frequent Local,Sunday,"9,800"
September 2019,9 San Bruno,Frequent Local,Sunday,"9,700"
October 2019,9 San Bruno,Frequent Local,Sunday,"9,700"
November 2019,9 San Bruno,Frequent Local,Sunday,"8,500"
December 2019,9 San Bruno,Frequent Local,Sunday,"8,700"
January 2020,9 San Bruno,Frequent Local,Sunday,"8,500"
February 2020,9 San Bruno,Frequent Local,Sunday,"9,300"
March 2020,9 San Bruno,Frequent Local,Sunday,"6,800"
April 2020,9 San Bruno,Frequent Local,Sunday,"4,500"
May 2020,9 San Bruno,Frequent Local,Sunday,"5,200"
June 2020,9 San Bruno,Frequent Local,Sunday,"5,900"
July 2020,9 San Bruno,Frequent Local,Sunday,"6,000"
August 2020,9 San Bruno,Frequent Local,Sunday,"5,900"
September 2020,9 San Bruno,Frequent Local,Sunday,"5,600"
October 2020,9 San Bruno,Frequent Local,Sunday,"5,800"
November 2020,9 San Bruno,Frequent Local,Sunday,"5,400"
December 2020,9 San Bruno,Frequent Local,Sunday,"4,800"
January 2021,9 San Bruno,Frequent Local,Sunday,"5,200"
February 2021,9 San Bruno,Frequent Local,Sunday,"6,200"
March 2021,9 San Bruno,Frequent Local,Sunday,"6,300"
April 2021,9 San Bruno,Frequent Local,Sunday,"5,800"
May 2021,9 San Bruno,Frequent Local,Sunday,"6,700"
June 2021,9 San Bruno,Frequent Local,Sunday,"7,200"
July 2021,9 San Bruno,Frequent Local,Sunday,"7,100"
August 2021,9 San Bruno,Frequent Local,Sunday,"6,700"
September 2021,9 San Bruno,Frequent Local,Sunday,"6,300"
October 2021,9 San Bruno,Frequent Local,Sunday,"6,200"
November 2021,9 San Bruno,Frequent Local,Sunday,"6,900"
December 2021,9 San Bruno,Frequent Local,Sunday,"6,400"
January 2022,9 San Bruno,Frequent Local,Sunday,"7,000"
February 2022,9 San Bruno,Frequent Local,Sunday,"7,100"
March 2022,9 San Bruno,Frequent Local,Sunday,"7,700"
April 2022,9 San Bruno,Frequent Local,Sunday,"7,700"
May 2022,9 San Bruno,Frequent Local,Sunday,"7,600"
June 2022,9 San Bruno,Frequent Local,Sunday,"6,900"
July 2022,9 San Bruno,Frequent Local,Sunday,"8,400"
August 2022,9 San Bruno,Frequent Local,Sunday,"9,300"
September 2022,9 San Bruno,Frequent Local,Sunday,"8,600"
October 2022,9 San Bruno,Frequent Local,Sunday,"9,500"
November 2022,9 San Bruno,Frequent Local,Sunday,"8,900"
December 2022,9 San Bruno,Frequent Local,Sunday,"8,500"
January 2023,9 San Bruno,Frequent Local,Sunday,"8,400"
February 2023,9 San Bruno,Frequent Local,Sunday,"8,900"
March 2023,9 San Bruno,Frequent Local,Sunday,"9,000"
April 2023,9 San Bruno,Frequent Local,Sunday,"9,400"
May 2023,9 San Bruno,Frequent Local,Sunday,"9,600"
June 2023,9 San Bruno,Frequent Local,Sunday,"8,700"
July 2023,9 San Bruno,Frequent Local,Sunday,"9,700"
August 2023,9 San Bruno,Frequent Local,Sunday,"10,300"
September 2023,9 San Bruno,Frequent Local,Sunday,"10,000"
October 2023,9 San Bruno,Frequent Local,Sunday,"9,600"
November 2023,9 San Bruno,Frequent Local,Sunday,"9,200"
December 2023,9 San Bruno,Frequent Local,Sunday,"9,900"
January 2024,9 San Bruno,Frequent Local,Sunday,"9,400"
February 2024,9 San Bruno,Frequent Local,Sunday,"9,200"
March 2024,9 San Bruno,Frequent Local,Sunday,"9,600"
April 2024,9 San Bruno,Frequent Local,Sunday,"10,100"
May 2024,9 San Bruno,Frequent Local,Sunday,"10,500"
June 2024,9 San Bruno,Frequent Local,Sunday,"10,300"
July 2024,9 San Bruno,Frequent Local,Sunday,"9,900"
August 2024,9 San Bruno,Frequent Local,Sunday,"10,500"
September 2024,9 San Bruno,Frequent Local,Sunday,"10,700"
October 2024,9 San Bruno,Frequent Local,Sunday,"10,300"
November 2024,9 San Bruno,Frequent Local,Sunday,"10,100"
December 2024,9 San Bruno,Frequent Local,Sunday,"10,400"
January 2025,9 San Bruno,Frequent Local,Sunday,"9,500"
February 2025,9 San Bruno,Frequent Local,Sunday,"10,400"
March 2025,9 San Bruno,Frequent Local,Sunday,"10,100"
April 2025,9 San Bruno,Frequent Local,Sunday,"10,400"
May 2025,9 San Bruno,Frequent Local,Sunday,"11,200"
June 2025,9 San Bruno,Frequent Local,Sunday,"10,000"
July 2025,9 San Bruno,Frequent Local,Sunday,"10,900"
August 2025,9 San Bruno,Frequent Local,Sunday,"11,000"
September 2025,9 San Bruno,Frequent Local,Sunday,"10,600"
October 2025,9 San Bruno,Frequent Local,Sunday,"11,000"
January 2019,9R San Bruno Rapid,Rapid Bus,Sunday,
February 2019,9R San Bruno Rapid,Rapid Bus,Sunday,
March 2019,9R San Bruno Rapid,Rapid Bus,Sunday,
April 2019,9R San Bruno Rapid,Rapid Bus,Sunday,
May 2019,9R San Bruno Rapid,Rapid Bus,Sunday,
June 2019,9R San Bruno Rapid,Rapid Bus,Sunday,
July 2019,9R San Bruno Rapid,Rapid Bus,Sunday,
August 2019,9R San Bruno Rapid,Rapid Bus,Sunday,
September 2019,9R San Bruno Rapid,Rapid Bus,Sunday,
October 2019,9R San Bruno Rapid,Rapid Bus,Sunday,
November 2019,9R San Bruno Rapid,Rapid Bus,Sunday,
December 2019,9R San Bruno Rapid,Rapid Bus,Sunday,
January 2020,9R San Bruno Rapid,Rapid Bus,Sunday,
February 2020,9R San Bruno Rapid,Rapid Bus,Sunday,
March 2020,9R San Bruno Rapid,Rapid Bus,Sunday,
January 2019,10 Townsend,Grid,Sunday,"2,600"
February 2019,10 Townsend,Grid,Sunday,"2,500"
March 2019,10 Townsend,Grid,Sunday,"2,600"
April 2019,10 Townsend,Grid,Sunday,"2,800"
May 2019,10 Townsend,Grid,Sunday,"2,700"
June 2019,10 Townsend,Grid,Sunday,"2,900"
July 2019,10 Townsend,Grid,Sunday,"2,900"
August 2019,10 Townsend,Grid,Sunday,"3,000"
September 2019,10 Townsend,Grid,Sunday,"2,900"
October 2019,10 Townsend,Grid,Sunday,"2,900"
November 2019,10 Townsend,Grid,Sunday,"2,500"
December 2019,10 Townsend,Grid,Sunday,"2,400"
January 2020,10 Townsend,Grid,Sunday,"2,900"
February 2020,10 Townsend,Grid,Sunday,"2,600"
March 2020,10 Townsend,Grid,Sunday,"1,800"
April 2020,10 Townsend,Grid,Sunday,100
January 2019,12 Folsom/Pacific,Grid,Sunday,"2,700"
February 2019,12 Folsom/Pacific,Grid,Sunday,"3,300"
March 2019,12 Folsom/Pacific,Grid,Sunday,"3,400"
April 2019,12 Folsom/Pacific,Grid,Sunday,"3,500"
May 2019,12 Folsom/Pacific,Grid,Sunday,"3,100"
June 2019,12 Folsom/Pacific,Grid,Sunday,"3,000"
July 2019,12 Folsom/Pacific,Grid,Sunday,"3,200"
August 2019,12 Folsom/Pacific,Grid,Sunday,"3,600"
September 2019,12 Folsom/Pacific,Grid,Sunday,"3,700"
October 2019,12 Folsom/Pacific,Grid,Sunday,"3,500"
November 2019,12 Folsom/Pacific,Grid,Sunday,"3,600"
December 2019,12 Folsom/Pacific,Grid,Sunday,"3,000"
January 2020,12 Folsom/Pacific,Grid,Sunday,"3,200"
February 2020,12 Folsom/Pacific,Grid,Sunday,"2,900"
March 2020,12 Folsom/Pacific,Grid,Sunday,"1,900"
April 2020,12 Folsom/Pacific,Grid,Sunday,300
May 2020,12 Folsom/Pacific,Grid,Sunday,400
June 2020,12 Folsom/Pacific,Grid,Sunday,500
July 2020,12 Folsom/Pacific,Grid,Sunday,700
August 2020,12 Folsom/Pacific,Grid,Sunday,800
September 2020,12 Folsom/Pacific,Grid,Sunday,900
October 2020,12 Folsom/Pacific,Grid,Sunday,"1,100"
November 2020,12 Folsom/Pacific,Grid,Sunday,900
December 2020,12 Folsom/Pacific,Grid,Sunday,"1,000"
January 2021,12 Folsom/Pacific,Grid,Sunday,"1,000"
February 2021,12 Folsom/Pacific,Grid,Sunday,900
March 2021,12 Folsom/Pacific,Grid,Sunday,"1,100"
April 2021,12 Folsom/Pacific,Grid,Sunday,"1,100"
May 2021,12 Folsom/Pacific,Grid,Sunday,"1,200"
June 2021,12 Folsom/Pacific,Grid,Sunday,"1,400"
July 2021,12 Folsom/Pacific,Grid,Sunday,"1,300"
August 2021,12 Folsom/Pacific,Grid,Sunday,"1,600"
September 2021,12 Folsom/Pacific,Grid,Sunday,"2,100"
October 2021,12 Folsom/Pacific,Grid,Sunday,"1,800"
November 2021,12 Folsom/Pacific,Grid,Sunday,"2,200"
December 2021,12 Folsom/Pacific,Grid,Sunday,"2,000"
January 2022,12 Folsom/Pacific,Grid,Sunday,"2,100"
February 2022,12 Folsom/Pacific,Grid,Sunday,"2,100"
March 2022,12 Folsom/Pacific,Grid,Sunday,"2,500"
April 2022,12 Folsom/Pacific,Grid,Sunday,"2,500"
May 2022,12 Folsom/Pacific,Grid,Sunday,"2,800"
June 2022,12 Folsom/Pacific,Grid,Sunday,"2,900"
July 2022,12 Folsom/Pacific,Grid,Sunday,"3,100"
August 2022,12 Folsom/Pacific,Grid,Sunday,"3,300"
September 2022,12 Folsom/Pacific,Grid,Sunday,"3,200"
October 2022,12 Folsom/Pacific,Grid,Sunday,"3,500"
November 2022,12 Folsom/Pacific,Grid,Sunday,"3,300"
December 2022,12 Folsom/Pacific,Grid,Sunday,"3,100"
January 2023,12 Folsom/Pacific,Grid,Sunday,"3,200"
February 2023,12 Folsom/Pacific,Grid,Sunday,"3,200"
March 2023,12 Folsom/Pacific,Grid,Sunday,"3,300"
April 2023,12 Folsom/Pacific,Grid,Sunday,"3,600"
May 2023,12 Folsom/Pacific,Grid,Sunday,"3,500"
June 2023,12 Folsom/Pacific,Grid,Sunday,"3,500"
July 2023,12 Folsom/Pacific,Grid,Sunday,"3,800"
August 2023,12 Folsom/Pacific,Grid,Sunday,"4,100"
September 2023,12 Folsom/Pacific,Grid,Sunday,"4,300"
October 2023,12 Folsom/Pacific,Grid,Sunday,"4,300"
November 2023,12 Folsom/Pacific,Grid,Sunday,"3,900"
December 2023,12 Folsom/Pacific,Grid,Sunday,"3,800"
January 2024,12 Folsom/Pacific,Grid,Sunday,"4,000"
February 2024,12 Folsom/Pacific,Grid,Sunday,"3,700"
March 2024,12 Folsom/Pacific,Grid,Sunday,"4,200"
April 2024,12 Folsom/Pacific,Grid,Sunday,"4,200"
May 2024,12 Folsom/Pacific,Grid,Sunday,"4,200"
June 2024,12 Folsom/Pacific,Grid,Sunday,"4,500"
July 2024,12 Folsom/Pacific,Grid,Sunday,"4,400"
August 2024,12 Folsom/Pacific,Grid,Sunday,"4,400"
September 2024,12 Folsom/Pacific,Grid,Sunday,"4,800"
October 2024,12 Folsom/Pacific,Grid,Sunday,"4,500"
November 2024,12 Folsom/Pacific,Grid,Sunday,"4,200"
December 2024,12 Folsom/Pacific,Grid,Sunday,"4,400"
January 2025,12 Folsom/Pacific,Grid,Sunday,"4,300"
February 2025,12 Folsom/Pacific,Grid,Sunday,"4,300"
March 2025,12 Folsom/Pacific,Grid,Sunday,"4,400"
April 2025,12 Folsom/Pacific,Grid,Sunday,"4,600"
May 2025,12 Folsom/Pacific,Grid,Sunday,"4,100"
June 2025,12 Folsom/Pacific,Grid,Sunday,"4,700"
July 2025,12 Folsom/Pacific,Grid,Sunday,"4,700"
August 2025,12 Folsom/Pacific,Grid,Sunday,"4,800"
September 2025,12 Folsom/Pacific,Grid,Sunday,"4,900"
October 2025,12 Folsom/Pacific,Grid,Sunday,"4,900"
January 2019,14 Mission,Frequent Local,Sunday,"17,000"
February 2019,14 Mission,Frequent Local,Sunday,"20,700"
March 2019,14 Mission,Frequent Local,Sunday,"19,500"
April 2019,14 Mission,Frequent Local,Sunday,"20,600"
May 2019,14 Mission,Frequent Local,Sunday,"20,800"
June 2019,14 Mission,Frequent Local,Sunday,"21,000"
July 2019,14 Mission,Frequent Local,Sunday,"18,100"
August 2019,14 Mission,Frequent Local,Sunday,"21,400"
September 2019,14 Mission,Frequent Local,Sunday,"21,200"
October 2019,14 Mission,Frequent Local,Sunday,"21,500"
November 2019,14 Mission,Frequent Local,Sunday,"20,600"
December 2019,14 Mission,Frequent Local,Sunday,"17,800"
January 2020,14 Mission,Frequent Local,Sunday,"20,500"
February 2020,14 Mission,Frequent Local,Sunday,"19,700"
March 2020,14 Mission,Frequent Local,Sunday,"14,200"
April 2020,14 Mission,Frequent Local,Sunday,"8,200"
May 2020,14 Mission,Frequent Local,Sunday,"9,900"
June 2020,14 Mission,Frequent Local,Sunday,"10,900"
July 2020,14 Mission,Frequent Local,Sunday,"10,900"
August 2020,14 Mission,Frequent Local,Sunday,"11,700"
September 2020,14 Mission,Frequent Local,Sunday,"12,300"
October 2020,14 Mission,Frequent Local,Sunday,"13,400"
November 2020,14 Mission,Frequent Local,Sunday,"13,200"
December 2020,14 Mission,Frequent Local,Sunday,"10,800"
January 2021,14 Mission,Frequent Local,Sunday,"11,900"
February 2021,14 Mission,Frequent Local,Sunday,"15,100"
March 2021,14 Mission,Frequent Local,Sunday,"15,200"
April 2021,14 Mission,Frequent Local,Sunday,"15,300"
May 2021,14 Mission,Frequent Local,Sunday,"16,100"
June 2021,14 Mission,Frequent Local,Sunday,"16,400"
July 2021,14 Mission,Frequent Local,Sunday,"17,300"
August 2021,14 Mission,Frequent Local,Sunday,"17,400"
September 2021,14 Mission,Frequent Local,Sunday,"17,100"
October 2021,14 Mission,Frequent Local,Sunday,"15,300"
November 2021,14 Mission,Frequent Local,Sunday,"17,500"
December 2021,14 Mission,Frequent Local,Sunday,"16,100"
January 2022,14 Mission,Frequent Local,Sunday,"18,100"
February 2022,14 Mission,Frequent Local,Sunday,"18,100"
March 2022,14 Mission,Frequent Local,Sunday,"18,000"
April 2022,14 Mission,Frequent Local,Sunday,"17,200"
May 2022,14 Mission,Frequent Local,Sunday,"18,500"
June 2022,14 Mission,Frequent Local,Sunday,"18,400"
July 2022,14 Mission,Frequent Local,Sunday,"18,900"
August 2022,14 Mission,Frequent Local,Sunday,"18,200"
September 2022,14 Mission,Frequent Local,Sunday,"18,700"
October 2022,14 Mission,Frequent Local,Sunday,"19,500"
November 2022,14 Mission,Frequent Local,Sunday,"18,400"
December 2022,14 Mission,Frequent Local,Sunday,"18,000"
January 2023,14 Mission,Frequent Local,Sunday,"18,200"
February 2023,14 Mission,Frequent Local,Sunday,"19,400"
March 2023,14 Mission,Frequent Local,Sunday,"20,000"
April 2023,14 Mission,Frequent Local,Sunday,"21,100"
May 2023,14 Mission,Frequent Local,Sunday,"20,600"
June 2023,14 Mission,Frequent Local,Sunday,"21,500"
July 2023,14 Mission,Frequent Local,Sunday,"20,900"
August 2023,14 Mission,Frequent Local,Sunday,"20,700"
September 2023,14 Mission,Frequent Local,Sunday,"21,200"
October 2023,14 Mission,Frequent Local,Sunday,"21,300"
November 2023,14 Mission,Frequent Local,Sunday,"19,900"
December 2023,14 Mission,Frequent Local,Sunday,"20,600"
January 2024,14 Mission,Frequent Local,Sunday,"19,300"
February 2024,14 Mission,Frequent Local,Sunday,"19,400"
March 2024,14 Mission,Frequent Local,Sunday,"21,200"
April 2024,14 Mission,Frequent Local,Sunday,"21,400"
May 2024,14 Mission,Frequent Local,Sunday,"21,600"
June 2024,14 Mission,Frequent Local,Sunday,"22,800"
July 2024,14 Mission,Frequent Local,Sunday,"20,600"
August 2024,14 Mission,Frequent Local,Sunday,"21,600"
September 2024,14 Mission,Frequent Local,Sunday,"22,300"
October 2024,14 Mission,Frequent Local,Sunday,"22,800"
November 2024,14 Mission,Frequent Local,Sunday,"21,300"
December 2024,14 Mission,Frequent Local,Sunday,"22,200"
January 2025,14 Mission,Frequent Local,Sunday,"21,000"
February 2025,14 Mission,Frequent Local,Sunday,"21,300"
March 2025,14 Mission,Frequent Local,Sunday,"20,900"
April 2025,14 Mission,Frequent Local,Sunday,"21,700"
May 2025,14 Mission,Frequent Local,Sunday,"21,000"
June 2025,14 Mission,Frequent Local,Sunday,"21,900"
July 2025,14 Mission,Frequent Local,Sunday,"21,100"
August 2025,14 Mission,Frequent Local,Sunday,"21,600"
September 2025,14 Mission,Frequent Local,Sunday,"21,700"
October 2025,14 Mission,Frequent Local,Sunday,"20,300"
January 2019,14R Mission Rapid,Rapid Bus,Sunday,"8,400"
February 2019,14R Mission Rapid,Rapid Bus,Sunday,"10,200"
March 2019,14R Mission Rapid,Rapid Bus,Sunday,"9,700"
April 2019,14R Mission Rapid,Rapid Bus,Sunday,"10,100"
May 2019,14R Mission Rapid,Rapid Bus,Sunday,"10,000"
June 2019,14R Mission Rapid,Rapid Bus,Sunday,"10,400"
July 2019,14R Mission Rapid,Rapid Bus,Sunday,"10,100"
August 2019,14R Mission Rapid,Rapid Bus,Sunday,"9,600"
September 2019,14R Mission Rapid,Rapid Bus,Sunday,"9,900"
October 2019,14R Mission Rapid,Rapid Bus,Sunday,"10,200"
November 2019,14R Mission Rapid,Rapid Bus,Sunday,"10,000"
December 2019,14R Mission Rapid,Rapid Bus,Sunday,"9,100"
January 2020,14R Mission Rapid,Rapid Bus,Sunday,"9,900"
February 2020,14R Mission Rapid,Rapid Bus,Sunday,"10,300"
March 2020,14R Mission Rapid,Rapid Bus,Sunday,"5,700"
April 2020,14R Mission Rapid,Rapid Bus,Sunday,"3,700"
May 2020,14R Mission Rapid,Rapid Bus,Sunday,"5,400"
June 2020,14R Mission Rapid,Rapid Bus,Sunday,"6,900"
July 2020,14R Mission Rapid,Rapid Bus,Sunday,"7,900"
August 2020,14R Mission Rapid,Rapid Bus,Sunday,"7,500"
September 2020,14R Mission Rapid,Rapid Bus,Sunday,"7,800"
October 2020,14R Mission Rapid,Rapid Bus,Sunday,"8,100"
November 2020,14R Mission Rapid,Rapid Bus,Sunday,"8,100"
December 2020,14R Mission Rapid,Rapid Bus,Sunday,"6,800"
January 2021,14R Mission Rapid,Rapid Bus,Sunday,"6,800"
February 2021,14R Mission Rapid,Rapid Bus,Sunday,"7,700"
March 2021,14R Mission Rapid,Rapid Bus,Sunday,"7,600"
April 2021,14R Mission Rapid,Rapid Bus,Sunday,"8,000"
May 2021,14R Mission Rapid,Rapid Bus,Sunday,"9,000"
June 2021,14R Mission Rapid,Rapid Bus,Sunday,"9,400"
July 2021,14R Mission Rapid,Rapid Bus,Sunday,"9,600"
August 2021,14R Mission Rapid,Rapid Bus,Sunday,"9,400"
September 2021,14R Mission Rapid,Rapid Bus,Sunday,"9,600"
October 2021,14R Mission Rapid,Rapid Bus,Sunday,"8,600"
November 2021,14R Mission Rapid,Rapid Bus,Sunday,"9,300"
December 2021,14R Mission Rapid,Rapid Bus,Sunday,"9,200"
January 2022,14R Mission Rapid,Rapid Bus,Sunday,"7,900"
February 2022,14R Mission Rapid,Rapid Bus,Sunday,"8,600"
March 2022,14R Mission Rapid,Rapid Bus,Sunday,"9,800"
April 2022,14R Mission Rapid,Rapid Bus,Sunday,"9,600"
May 2022,14R Mission Rapid,Rapid Bus,Sunday,"9,600"
June 2022,14R Mission Rapid,Rapid Bus,Sunday,"10,500"
July 2022,14R Mission Rapid,Rapid Bus,Sunday,"10,100"
August 2022,14R Mission Rapid,Rapid Bus,Sunday,"11,300"
September 2022,14R Mission Rapid,Rapid Bus,Sunday,"10,600"
October 2022,14R Mission Rapid,Rapid Bus,Sunday,"11,300"
November 2022,14R Mission Rapid,Rapid Bus,Sunday,"10,800"
December 2022,14R Mission Rapid,Rapid Bus,Sunday,"9,500"
January 2023,14R Mission Rapid,Rapid Bus,Sunday,"10,300"
